Date,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Snow (cm),Total Precip (mm),Spd of Max Gust (km/h)
16/05/2024,2024,5,16,23.6,11.8,17.7,0,0,
17/05/2024,2024,5,17,24.2,12.6,18.4,0,0.8,31
18/05/2024,2024,5,18,24.2,13,18.6,0,0,
19/05/2024,2024,5,19,26.8,11.1,19,0,0,
20/05/2024,2024,5,20,28.7,15.7,22.2,0,0,31
21/05/2024,2024,5,21,24.2,15.5,19.9,0,17.4,58
22/05/2024,2024,5,22,30.6,14.6,22.6,0,0,50
23/05/2024,2024,5,23,25.2,15.4,20.3,0,0.4,52
24/05/2024,2024,5,24,17.6,8.7,13.2,0,0,54
25/05/2024,2024,5,25,19,6.9,13,0,0.2,
26/05/2024,2024,5,26,21.9,13.2,17.6,0,0,
27/05/2024,2024,5,27,23.6,16.1,19.9,0,39.3,58
28/05/2024,2024,5,28,19.7,12.3,16,0,0.5,45
29/05/2024,2024,5,29,17.3,7.1,12.2,0,0,39
30/05/2024,2024,5,30,20.2,5.7,13,0,0,45
31/05/2024,2024,5,31,25.1,6.3,15.7,0,0,42
01/06/2024,2024,6,1,27.4,10.6,19,0,0,
02/06/2024,2024,6,2,26.2,11.6,18.9,0,0,
03/06/2024,2024,6,3,28.6,11.9,20.3,0,0,
04/06/2024,2024,6,4,29.8,13.2,21.5,0,0,32
05/06/2024,2024,6,5,31.4,17.8,24.6,0,0,31
06/06/2024,2024,6,6,22.8,15.2,19,0,44.1,56
07/06/2024,2024,6,7,19.1,13.3,16.2,0,10,36
08/06/2024,2024,6,8,20.9,12.8,16.9,0,3.5,47
09/06/2024,2024,6,9,19.8,12.8,16.3,0,6.8,55
10/06/2024,2024,6,10,14.6,9.5,12.1,0,0.4,49
11/06/2024,2024,6,11,16.1,8.9,12.5,0,0,
12/06/2024,2024,6,12,21.5,12.5,17,0,0,
13/06/2024,2024,6,13,26.3,10.1,18.2,0,10.6,63
14/06/2024,2024,6,14,22.9,11.7,17.3,0,0,48
15/06/2024,2024,6,15,19.3,7.6,13.5,0,0,55
16/06/2024,2024,6,16,21.1,5.8,13.5,0,0,
17/06/2024,2024,6,17,30.2,14.2,22.2,0,1.1,33
18/06/2024,2024,6,18,32.5,19.9,26.2,0,0,32
19/06/2024,2024,6,19,33.7,21.6,27.7,0,0,42
20/06/2024,2024,6,20,30.1,18.9,24.5,0,1.4,39
21/06/2024,2024,6,21,21.9,17.6,19.8,0,0,
22/06/2024,2024,6,22,21.1,16.4,18.8,0,3.2,
23/06/2024,2024,6,23,27.2,15.7,21.5,0,33.3,50
24/06/2024,2024,6,24,26.6,14.6,20.6,0,15.7,50
25/06/2024,2024,6,25,27.3,15.6,21.5,0,0,54
26/06/2024,2024,6,26,26.8,14.4,20.6,0,13.3,49
27/06/2024,2024,6,27,19.3,9.1,14.2,0,0,58
28/06/2024,2024,6,28,24,6.5,15.3,0,0,37
29/06/2024,2024,6,29,22.2,16.5,19.4,0,5.9,42
30/06/2024,2024,6,30,25.5,15,20.3,0,0.2,50
01/07/2024,2024,7,1,25.6,12.8,19.2,0,0,37
02/07/2024,2024,7,2,27.6,11.8,19.7,0,0,
03/07/2024,2024,7,3,28.2,18,23.1,0,6.4,40
04/07/2024,2024,7,4,30.1,18,24.1,0,0,34
05/07/2024,2024,7,5,29.4,19.7,24.6,0,0,42
06/07/2024,2024,7,6,28,17.7,22.9,0,47.2,50
07/07/2024,2024,7,7,27.4,18.1,22.8,0,0,
08/07/2024,2024,7,8,28.8,17.7,23.3,0,0,33
09/07/2024,2024,7,9,29,18.6,23.8,0,1.1,52
10/07/2024,2024,7,10,21.3,17.7,19.5,0,15.8,39
11/07/2024,2024,7,11,21.7,18.4,20.1,0,17.1,35
12/07/2024,2024,7,12,27.5,18.7,23.1,0,2.3,32
13/07/2024,2024,7,13,29,19.4,24.2,0,0.7,
14/07/2024,2024,7,14,29.9,16.9,23.4,0,0,37
15/07/2024,2024,7,15,30.5,18.8,24.7,0,17.6,59
16/07/2024,2024,7,16,25.9,19.1,22.5,0,0.3,31
17/07/2024,2024,7,17,27.7,15.6,21.7,0,7.7,44
18/07/2024,2024,7,18,19.7,13.1,16.4,0,0,44
19/07/2024,2024,7,19,25.8,12.1,19,0,0,38
20/07/2024,2024,7,20,27.9,13.6,20.8,0,1.1,37
21/07/2024,2024,7,21,24.5,13.1,18.8,0,0,31
22/07/2024,2024,7,22,26.8,11.3,19.1,0,0,
23/07/2024,2024,7,23,26.9,17.2,22.1,0,0,
24/07/2024,2024,7,24,25.4,17.1,21.3,0,32.8,55
25/07/2024,2024,7,25,20.6,16.2,18.4,0,0.4,59
26/07/2024,2024,7,26,26.7,14,20.4,0,0,42
27/07/2024,2024,7,27,27.7,15,21.4,0,0,
28/07/2024,2024,7,28,29,15.1,22.1,0,0,
29/07/2024,2024,7,29,26.5,15,20.8,0,0,
30/07/2024,2024,7,30,29.9,14.7,22.3,0,0,
31/07/2024,2024,7,31,28.8,20.6,24.7,0,3.5,
01/08/2024,2024,8,1,31.8,20.2,26,0,0,
02/08/2024,2024,8,2,30.8,19.3,25.1,0,0,
03/08/2024,2024,8,3,31.5,19.5,25.5,0,0,40
04/08/2024,2024,8,4,32.1,17.6,24.9,0,0,40
05/08/2024,2024,8,5,19.5,12.7,16.1,0,9.3,38
06/08/2024,2024,8,6,23.7,11.7,17.7,0,0,
07/08/2024,2024,8,7,25.2,11.6,18.4,0,0,
08/08/2024,2024,8,8,25.9,11.6,18.8,0,0,37
09/08/2024,2024,8,9,21.6,17.5,19.6,0,45.5,38
10/08/2024,2024,8,10,25.4,13.7,19.6,0,1.9,52
11/08/2024,2024,8,11,21.5,13.1,17.3,0,2.2,46
12/08/2024,2024,8,12,22.5,12.2,17.4,0,0,40
13/08/2024,2024,8,13,27.6,12.5,20.1,0,0,32
14/08/2024,2024,8,14,29.2,16.4,22.8,0,0,
15/08/2024,2024,8,15,30,17.4,23.7,0,0,
16/08/2024,2024,8,16,30.1,16.6,23.4,0,0,
17/08/2024,2024,8,17,25.2,18.9,22.1,0,19.8,36
18/08/2024,2024,8,18,26.7,19.1,22.9,0,8.6,
19/08/2024,2024,8,19,20.1,9.8,15,0,0.8,51
20/08/2024,2024,8,20,20.2,10.5,15.4,0,0,52
21/08/2024,2024,8,21,19,12.3,15.7,0,7.9,49
22/08/2024,2024,8,22,23.8,12.3,18.1,0,0.2,32
23/08/2024,2024,8,23,25.6,10.4,18,0,0,
24/08/2024,2024,8,24,25.9,12.3,19.1,0,0,
25/08/2024,2024,8,25,27.6,16.4,22,0,0,
26/08/2024,2024,8,26,28.8,14.5,21.7,0,0,
27/08/2024,2024,8,27,29.1,16.7,22.9,0,1.1,51
28/08/2024,2024,8,28,21.8,11.4,16.6,0,0,51
29/08/2024,2024,8,29,21.4,9.3,15.4,0,0,32
30/08/2024,2024,8,30,22.9,10.5,16.7,0,0,
31/08/2024,2024,8,31,24.3,16.5,20.4,0,4.6,37
01/09/2024,2024,9,1,25.2,10.2,17.7,0,0,58
02/09/2024,2024,9,2,18.8,7.7,13.3,0,0,44
03/09/2024,2024,9,3,23.8,5.4,14.6,0,0,33
04/09/2024,2024,9,4,25,10.5,17.8,0,0,35
05/09/2024,2024,9,5,25.7,8.9,17.3,0,0,35
06/09/2024,2024,9,6,22.2,12.8,17.5,0,1.5,33
07/09/2024,2024,9,7,17.3,4.8,11.1,0,20.8,46
08/09/2024,2024,9,8,13.4,5,9.2,0,0,50
09/09/2024,2024,9,9,19.2,6.5,12.9,0,0,
10/09/2024,2024,9,10,21.3,4.8,13.1,0,0,33
11/09/2024,2024,9,11,24.5,8.9,16.7,0,0,
12/09/2024,2024,9,12,25.3,13.6,19.5,0,0.2,
13/09/2024,2024,9,13,27.6,12.2,19.9,0,0,
14/09/2024,2024,9,14,27.9,14.1,21,0,0,
15/09/2024,2024,9,15,29.1,14.2,21.7,0,0,
16/09/2024,2024,9,16,29,14,21.5,0,0,
17/09/2024,2024,9,17,28.9,13.9,21.4,0,0,
18/09/2024,2024,9,18,27.7,12.1,19.9,0,0,
19/09/2024,2024,9,19,28.1,12.5,20.3,0,0,
20/09/2024,2024,9,20,26.4,14.7,20.6,0,0,32
21/09/2024,2024,9,21,24.7,14.1,19.4,0,0,35
22/09/2024,2024,9,22,23.5,11.1,17.3,0,0,32
23/09/2024,2024,9,23,18.2,13.6,15.9,0,0.6,
24/09/2024,2024,9,24,20.8,12.2,16.5,0,0.2,34
25/09/2024,2024,9,25,16.4,12.7,14.6,0,18.7,39
26/09/2024,2024,9,26,22.3,10.9,16.6,0,2.3,40
27/09/2024,2024,9,27,22,8.9,15.5,0,0,
28/09/2024,2024,9,28,22.1,9,15.6,0,0,36
29/09/2024,2024,9,29,23.4,10.2,16.8,0,0,
30/09/2024,2024,9,30,23.1,11.5,17.3,0,0,
01/10/2024,2024,10,1,23.5,10.7,17.1,0,0,
02/10/2024,2024,10,2,16.1,5.9,11,0,5.6,34
03/10/2024,2024,10,3,20.9,5.5,13.2,0,0,39
04/10/2024,2024,10,4,21.1,6.2,13.7,0,0,
05/10/2024,2024,10,5,17.2,3.9,10.6,0,0,43
06/10/2024,2024,10,6,21.1,2.5,11.8,0,5.1,45
07/10/2024,2024,10,7,13.8,2.8,8.3,0,0,47
08/10/2024,2024,10,8,14.5,1.3,7.9,0,0,
09/10/2024,2024,10,9,10,1.6,5.8,0,0.3,33
10/10/2024,2024,10,10,11.1,3.2,7.2,0,0,40
11/10/2024,2024,10,11,17.7,2.2,10,0,1.3,53
12/10/2024,2024,10,12,14.7,3,8.9,0,0,62
13/10/2024,2024,10,13,11.4,3.6,7.5,0,0,
14/10/2024,2024,10,14,11,3.2,7.1,0,0,45
15/10/2024,2024,10,15,9.2,4.6,6.9,0,1.7,56
16/10/2024,2024,10,16,11,-0.1,5.5,0,0,36
17/10/2024,2024,10,17,15,-2.4,6.3,0,0,
18/10/2024,2024,10,18,17.6,-1.1,8.3,0,0,
19/10/2024,2024,10,19,19.4,2.4,10.9,0,0,
20/10/2024,2024,10,20,20.8,6,13.4,0,0,41
21/10/2024,2024,10,21,24.5,10.4,17.5,0,0,42
22/10/2024,2024,10,22,24.4,8.6,16.5,0,0,
23/10/2024,2024,10,23,21.4,6.4,13.9,0,0,49
24/10/2024,2024,10,24,9.8,-1.3,4.3,0,0,32
25/10/2024,2024,10,25,10.2,-2.9,3.7,0,0,
26/10/2024,2024,10,26,10.7,-2.1,4.3,0,0.4,56
27/10/2024,2024,10,27,6.5,-2.9,1.8,0,0,41
28/10/2024,2024,10,28,6.2,-4.2,1,0,0,
29/10/2024,2024,10,29,11.1,-1,5.1,0,20.1,45
30/10/2024,2024,10,30,22.2,7.6,14.9,0,0,44
31/10/2024,2024,10,31,23.9,14.2,19.1,0,3.4,65
01/11/2024,2024,11,1,16.8,3.4,10.1,0,0.2,56
02/11/2024,2024,11,2,4.9,-3.3,0.8,0,0,
03/11/2024,2024,11,3,5.7,-5.2,0.3,0,0,
04/11/2024,2024,11,4,7.6,0.2,3.9,0,5.1,36
05/11/2024,2024,11,5,19.8,6.5,13.2,0,0,45
06/11/2024,2024,11,6,20.6,9,14.8,0,0.2,50
07/11/2024,2024,11,7,11.2,3.5,7.4,0,0,40
08/11/2024,2024,11,8,12.2,2,7.1,0,0,74
09/11/2024,2024,11,9,6.6,-2,2.3,0,0,33
10/11/2024,2024,11,10,6,-2.7,1.7,0,3.4,
11/11/2024,2024,11,11,12.2,3.4,7.8,0,7.5,53
12/11/2024,2024,11,12,5.6,-3.4,1.1,0,0,54
13/11/2024,2024,11,13,3.9,-5.2,-0.7,0,0,
14/11/2024,2024,11,14,3.5,-6,-1.3,0,0,34
15/11/2024,2024,11,15,,,,0,0,
16/11/2024,2024,11,16,12.7,-0.3,6.2,0,0,39
17/11/2024,2024,11,17,7.9,-3.3,2.3,0,1.4,
18/11/2024,2024,11,18,10.1,1.8,6,0,0.2,38
19/11/2024,2024,11,19,10,0.1,5.1,0,0,
20/11/2024,2024,11,20,6.3,1.7,4,0,0,49
21/11/2024,2024,11,21,5.9,4.2,5.1,0,20.9,45
22/11/2024,2024,11,22,7.2,4.3,5.8,0,6.7,56
23/11/2024,2024,11,23,6.8,1.7,4.3,0,0.9,58
24/11/2024,2024,11,24,4.2,-2,1.1,0,0,51
25/11/2024,2024,11,25,3.1,-4.8,-0.9,0,0,
26/11/2024,2024,11,26,4.6,0.1,2.4,0,5.6,44
27/11/2024,2024,11,27,6,-1.9,2.1,0,0,45
28/11/2024,2024,11,28,2.3,-4.6,-1.2,0,0,
29/11/2024,2024,11,29,3.6,-4.9,-0.7,0,0,42
30/11/2024,2024,11,30,3.1,-2,0.6,0,0,37
01/12/2024,2024,12,1,-0.1,-7.4,-3.8,2.2,1.6,34
02/12/2024,2024,12,2,-1.4,-9.3,-5.4,0,0,
03/12/2024,2024,12,3,0.1,-7.2,-3.6,1,0,
04/12/2024,2024,12,4,-1.1,-6.9,-4,8,6.4,44
05/12/2024,2024,12,5,0.2,-6.5,-3.2,3.4,1.6,66
06/12/2024,2024,12,6,-6.1,-10,-8.1,0,0,54
07/12/2024,2024,12,7,-1.8,-8.2,-5,11.6,8.4,32
08/12/2024,2024,12,8,2.7,-5.1,-1.2,8.4,6.2,49
09/12/2024,2024,12,9,-4.8,-8.2,-6.5,4.2,4,48
10/12/2024,2024,12,10,0.2,-4.8,-2.3,0,9.2,31
11/12/2024,2024,12,11,1.3,0.2,0.8,0,4.9,49
12/12/2024,2024,12,12,0.4,-10.8,-5.2,1.4,1,73
13/12/2024,2024,12,13,-5,-12.1,-8.6,0,0,34
14/12/2024,2024,12,14,-6.4,-15.2,-10.8,0,0,
15/12/2024,2024,12,15,-6.6,-15.5,-11.1,0,0,31
16/12/2024,2024,12,16,1.1,-6.8,-2.9,0,7,35
17/12/2024,2024,12,17,6,0.5,3.3,0,3.8,47
18/12/2024,2024,12,18,2.2,-0.7,0.8,4.2,2.8,35
19/12/2024,2024,12,19,-0.4,-11.4,-5.9,0,0,39
20/12/2024,2024,12,20,-7.3,-12.1,-9.7,0,0,
21/12/2024,2024,12,21,-9.2,-17.4,-13.3,0.2,0.2,50
22/12/2024,2024,12,22,-12.9,-19.5,-16.2,0,0,
23/12/2024,2024,12,23,-9.3,-18.7,-14,14,11,42
24/12/2024,2024,12,24,-5,-10.2,-7.6,3,2.2,
25/12/2024,2024,12,25,-6.1,-10.3,-8.2,0,0,
26/12/2024,2024,12,26,-5.9,-10.1,-8,0.2,0,
27/12/2024,2024,12,27,-5,-8.4,-6.7,0,0,32
28/12/2024,2024,12,28,-4.1,-8.3,-6.2,0,0.2,32
29/12/2024,2024,12,29,3.6,-4,-0.2,0,5.8,44
30/12/2024,2024,12,30,7.5,1.9,4.7,0,0.9,59
31/12/2024,2024,12,31,4.8,1.5,3.2,0,1.6,36
mean,,,,12.83491976,2.258494743,7.557498616,0.573439211,2.496495071,44.81412639
